x1,x2,x3,y
"41,923","-45,805","-35,316","17,437"
"-10,663","-60,458","-10,353","29,208"
"-95,112","-45,805","-13,532","-44,853"
"12,896","-30,458","-63,532","-1,867"
"-16,996","-10,046","-14,353","40,673"
"44,797","-10,458","-23,532","13,413"
"10,117","-11,046","-15,353","35,806"
"34,691",6.9542,"11,647","-38,805"
"27,029",7.9542,"13,647","38,095"
"27,719",3.9542,7.6468,"-64,192"
"19,549",1.9542,2.6468,"-59,995"
"-42,271",3.9542,7.6468,"29,438"
"2,894","-20,458","-43,532","-9,999"
"-31,801",5.9542,"10,647","-36,273"
"25,744","-60,458","-10,353","-38,376"
"-20,361","-40,458","-83,532","26,489"
"75,696","-70,458","-11,353","-21,362"
"33,699",5.9542,9.6468,"40,629"
"30,629",1.9542,3.6468,"-21,609"
"-19,234",3.9542,7.6468,"14,258"
"53,234","-60,458","-10,353","-3,075"
"-18,721",5.9542,9.6468,"-39,234"
"1,249",6.9542,"12,647","29,357"
"-23,227",3.9542,7.6468,"44,085"
"-51,838","-20,458","-53,532","16,878"
"43,516","-20,458","-53,532","-32,771"
"-47,542",7.9542,"13,647","11,892"
"-36,044","-30,458","-73,532","10,392"
"39,893",4.9542,8.6468,"-52,487"
"-42,265",7.9542,"14,647","-91,751"
"41,349",5.9542,9.6468,"-35,923"
"30,782","-10,458","-33,532","-29,614"
"-15,151",7.9542,"13,647","-96,407"
"-1,112","-70,458","-11,353","-18,751"
"-60,366",6.9542,"12,647","-26,791"
"-10,475",7.9542,"13,647","-31,925"
"-20,659",2.9542,5.6468,"74,983"
"-45,291",7.9542,"13,647","95,971"
"60,476","-10,458","-23,532","43,798"
"-17,584","-80,458","-12,353","-14,871"
"36,701","-40,458","-83,532","-32,161"
"35,421","95,419",1.6468,"-26,616"
"-44,026","95,419","64,684","-47,955"
"11,068",4.9542,8.6468,"-34,386"
"-31,457",2.9542,5.6468,"-14,619"
"-50,549","-50,458","-93,532","46,798"
"33,154","-50,458","-93,532","2,715"
"43,081","-45,805","-13,532","-21,967"
"14,311","-60,458","-10,353","-17,471"
"24,253",4.9542,8.6468,"16,233"
"14,348",4.9542,8.6468,"41,345"
"-47,381","-45,805","-13,532","5,645"
"-12,934","95,419",1.6468,"3,057"
"-45,691","-10,458","-23,532","18,437"
"19,694","-45,805","-13,532","-17,051"
"85,243","-45,805","-13,532","-4,038"
"-28,928",3.9542,7.6468,"-48,178"
"-22,619","-10,458","-23,532","38,445"
"47,248","-90,458","-13,353","48,652"
"-29,419","-10,458","-23,532","20,635"
"-49,023",7.9542,"14,647","29,115"
"-24,636","-80,458","-12,353","9,365"
"-10,618","-20,458","-53,532","14,278"
"19,067","-70,458","-11,353","-41,916"
"-4,177","95,419","64,684","-48,563"
"-13,721",4.9542,8.6468,"-47,672"
"-3,453",7.9542,"14,647","-43,745"
"33,512","-20,458","-43,532","28,496"
"1,259","-70,458","-11,353","30,126"
"-11,809","-30,458","-73,532","1,116"
"41,051","95,419",1.6468,"-2,865"
"42,442",2.9542,4.6468,"14,076"
"-17,655","-11,046","-15,353","-11,479"
"34,968",3.9542,6.6468,"98,654"
"-46,135","-90,458","-13,353","-17,581"
"-45,656","-30,458","-63,532","19,714"
"-14,098",5.9542,9.6468,"-26,004"
"-23,997","-50,458","-93,532","-19,402"
"-48,776","-40,458","-83,532","10,717"
"-18,212",6.9542,"12,647","-24,508"
"-47,397",3.9542,7.6468,"13,155"
"-14,467","95,419","64,684","28,814"
"-22,611",3.9542,6.6468,"-30,876"
"40,258","95,419","64,684","-15,145"
"-44,499","-40,458","-83,532","11,008"
"21,087",4.9542,8.6468,"-28,794"
"-86,928","-30,458","-73,532","34,046"
"-2,474",1.9542,2.6468,"-16,006"
"30,777","-90,458","-13,353","-44,288"
"79,881","-60,458","-10,353","33,051"
"-45,186","-60,458","-10,353","40,458"
"-15,685","-50,458","-93,532","-45,737"
"-36,954",3.9542,6.6468,"-4,887"
"-12,319","-11,046","-15,353","24,908"
"-2,749",5.9542,"10,647","-23,309"
"-78,585",3.9542,6.6468,"-16,859"
"17,901","-20,458","-53,532","-3,466"
"46,692","-50,458","-93,532","-2,304"
"-14,394",4.9542,8.6468,"-15,373"
"-31,118",2.9542,5.6468,"25,694"
"-26,467","-60,458","-10,353","14,485"
"-39,402","-11,046","-15,353","-23,468"
"11,418","-30,458","-73,532","-3,729"
"46,805","-30,458","-73,532","-48,513"
"-32,905",7.9542,"13,647","75,191"
"31,966","-70,458","-11,353","-27,755"
"25,873",5.9542,9.6468,"-43,041"
"-45,363","-20,458","-53,532","43,766"
-298,"-30,458","-73,532","-15,112"
"-14,153","-20,458","-43,532","30,329"
364,"-80,458","-12,353","49,695"
"20,046",5.9542,"10,647","25,001"
"-46,764","-45,805","-35,316","-19,893"
"-49,876","-50,458","-93,532","-39,925"
"-21,928",4.9542,8.6468,"-22,103"
"61,865","95,419","64,684","48,519"
"49,311","-90,458","-13,353","-24,521"
"-87,298","-10,458","-23,532","-91,377"
"16,647",4.9542,8.6468,"30,243"
"22,934","-10,458","-33,532","-26,657"
"-70,456",4.9542,8.6468,"39,571"
"42,915","-30,458","-63,532","33,152"
-304,1.9542,3.6468,"-44,575"
"28,999","-10,046","-14,353","16,101"
"-26,499","-80,458","-12,353","-44,699"
"4,891","-20,458","-53,532","-34,153"
"14,491","-50,458","-93,532","6,429"
"43,192","-30,458","-73,532","-33,588"
"18,685",2.9542,4.6468,"34,331"
"-1,035",3.9542,6.6468,"-36,746"
"-4,934","-45,805","-35,316","51,111"
"45,431",7.9542,"13,647","55,279"
"20,246","-10,458","-23,532","46,239"
"43,917","-11,046","-15,353","48,166"
"23,307","-30,458","-73,532","-35,779"
"-14,301",1.9542,3.6468,"-79,502"
"-54,172","-45,805","-13,532","49,336"
"16,955","-30,458","-73,532","2,977"
"22,942",1.9542,2.6468,"49,917"
"27,873",2.9542,5.6468,"51,074"
"-12,171",4.9542,8.6468,231
"17,892","-50,458","-93,532","32,777"
"39,389","-10,458","-33,532","38,748"
"26,124",7.9542,"13,647","24,389"
"10,249","-45,805","-35,316","-34,978"
"-37,285","-80,458","-12,353","29,467"
"-32,415",4.9542,8.6468,"45,091"
"-16,931",3.9542,6.6468,"4,496"
"53,149","-40,458","-83,532","-32,527"
"-28,893",1.9542,2.6468,"15,119"
"-34,239",2.9542,5.6468,"-49,718"
"8,609",1.9542,2.6468,"-21,588"
"33,302",7.9542,"13,647","38,318"
"-19,837","-10,458","-23,532","97,869"
"-35,113","-45,805","-13,532","63,956"
"28,286",2.9542,5.6468,"94,759"
"-13,527",4.9542,8.6468,"10,196"
"48,776",1.9542,3.6468,"77,333"
"-3,314","-40,458","-83,532","31,326"
"-35,243",4.9542,8.6468,"26,082"
"-3,015",6.9542,"12,647","1,187"
"-30,084","-40,458","-83,532","-18,281"
"-10,752","-90,458","-13,353","-25,495"
"-22,908",2.9542,5.6468,"-36,047"
"49,064","-60,458","-10,353","-37,557"
"-45,361","-45,805","-13,532","-71,805"
"-12,905","-20,458","-53,532","20,036"
"33,808","-10,046","-14,353","-20,381"
"-46,873",1.9542,2.6468,"28,711"
"15,489","-20,458","-43,532","-36,601"
"-15,214","-50,458","-93,532","-25,594"
"-36,403",4.9542,8.6468,"-25,886"
"-33,586","-80,458","-12,353","-36,754"
"-35,468","-11,046","-15,353","-36,345"
"36,271",3.9542,7.6468,"-17,828"
"12,814",6.9542,"11,647","-83,294"
"-92,153","-45,805","-13,532","-39,111"
"32,985","-11,046","-15,353","57,504"
"47,421",7.9542,"14,647","74,628"
"22,997",2.9542,5.6468,"24,182"
"12,513","-70,458","-11,353","-43,256"
"-12,315","-30,458","-73,532","28,911"
"16,858","-80,458","-12,353","-1,463"
"-15,127","-10,458","-23,532","-42,346"
"94,726","-50,458","-93,532","-27,053"
"-14,232","-60,458","-10,353","-32,071"
"8,473",4.9542,8.6468,"-17,707"
"-41,185",7.9542,"13,647","-24,811"
619,"-30,458","-63,532","32,435"
"31,844","-20,458","-43,532","-30,161"
"20,896","-10,458","-33,532","-12,045"
"51,132",6.9542,"11,647","31,926"
"93,352","95,419","64,684","-2,777"
"46,515","-10,046","-14,353","25,785"
"-73,554",5.9542,9.6468,"-31,062"
"-25,634",6.9542,"11,647","15,277"
"14,388",5.9542,"10,647","-69,657"
"36,803",5.9542,"10,647","46,767"
"-23,714",6.9542,"12,647","-32,147"
"-95,149","-70,458","-11,353","27,061"
"18,048",5.9542,"10,647","-39,882"
"17,193","-30,458","-73,532","-21,046"
"-22,771","-50,458","-93,532","12,879"
"11,173","-40,458","-83,532","-44,363"
"26,911","-60,458","-10,353","-37,355"
"-26,168",3.9542,7.6468,"17,972"
"-44,832","-45,805","-13,532","-73,398"
"-59,441","-60,458","-10,353","16,027"
"13,898",6.9542,"12,647","15,155"
"20,312","95,419",1.6468,"-3,753"
"38,764",3.9542,6.6468,"11,523"
"15,808",4.9542,8.6468,"-21,725"
"23,245",7.9542,"13,647","1,799"
"-39,555","-40,458","-83,532","17,051"
"85,667",5.9542,9.6468,"21,258"
"-82,263","-45,805","-13,532","43,539"
"-22,234","-10,046","-14,353","-43,139"
"11,354","-70,458","-11,353","-4,014"
"21,321",2.9542,5.6468,"-31,829"
"-23,456","-10,458","-23,532","12,564"
"-62,406","-40,458","-83,532","-29,147"
"3,911","-40,458","-83,532","93,508"
"23,195",2.9542,5.6468,"-30,832"
"30,253",1.9542,2.6468,"40,991"
"-13,999",6.9542,"12,647","-2,182"
"-18,337","-20,458","-43,532","28,282"
"66,077","-20,458","-53,532","-25,963"
"13,747",4.9542,8.6468,"-20,485"
"39,813","-60,458","-10,353","-10,271"
"-33,613","-30,458","-63,532","-11,254"
"-38,686",5.9542,9.6468,"22,711"
"-23,212",1.9542,3.6468,"-14,993"
"47,122","-10,046","-14,353","4,209"
"-37,224",6.9542,"12,647","41,337"
"-38,125",2.9542,5.6468,"29,569"
"65,299",1.9542,3.6468,"16,166"
"26,441",4.9542,8.6468,"4,611"
"33,808",5.9542,"10,647","-23,746"
"14,906",6.9542,"12,647","-28,711"
"36,397","-20,458","-53,532","45,822"
"23,273","-10,458","-23,532","-2,201"
"19,533","-30,458","-63,532","15,546"
"-43,852",5.9542,9.6468,"-40,118"
"-20,514",1.9542,2.6468,"35,928"
"3,417","-50,458","-93,532","-25,988"
"33,031","95,419",1.6468,"-36,956"
"-22,869","-45,805","-13,532","-59,139"
"3,243",1.9542,3.6468,"-22,082"
"-8,206","-30,458","-63,532","25,376"
"-29,579","-20,458","-53,532","-36,348"
"-20,869","-10,458","-23,532","45,846"
"-43,849",2.9542,4.6468,"43,188"
"-82,284","-40,458","-83,532","21,179"
"24,055","-80,458","-12,353","41,587"
"39,363",3.9542,7.6468,"-32,728"
"-30,128","-45,805","-35,316","-34,297"
"-17,284","-40,458","-83,532","-24,955"
"11,881","95,419","64,684","25,523"
"-15,442",2.9542,5.6468,"19,013"
"62,147","-90,458","-13,353","17,927"
-145,"-70,458","-11,353","8,186"
"1,535",4.9542,8.6468,"63,063"
"40,973",6.9542,"12,647","-26,417"
"-48,572","-45,805","-35,316","-45,986"
"-47,754",1.9542,2.6468,"20,094"
"-80,679","-60,458","-10,353","-19,861"
"-40,038",6.9542,"12,647","-13,476"
"46,933",3.9542,6.6468,"4,484"
"-36,794","95,419",1.6468,"-45,179"
"-30,324",4.9542,8.6468,"-12,164"
"-35,225","-80,458","-12,353","21,131"
"-36,803","-10,458","-33,532","11,882"
"27,236","-11,046","-15,353","-12,552"
"-26,197",7.9542,"14,647","26,814"
"-44,393","-80,458","-12,353","40,847"
"-24,806","-45,805","-13,532","68,112"
"39,054","-30,458","-73,532","24,807"
"-16,166",4.9542,8.6468,"-37,421"
"-48,139",5.9542,"10,647","1,039"
"38,185",3.9542,6.6468,"-33,251"
"44,378","-10,458","-23,532","-51,012"
"48,965",2.9542,4.6468,"-29,045"
"48,846",3.9542,6.6468,"-38,837"
"9,993","-60,458","-10,353","-24,044"
102,3.9542,6.6468,"-22,971"
"10,913","-45,805","-35,316","-26,937"
"3,331",4.9542,8.6468,"-44,584"
"-61,489",5.9542,"10,647","-49,367"
"28,674","-45,805","-13,532","-37,628"
"-39,537",6.9542,"11,647","-36,043"
"12,059","-10,458","-33,532","-17,047"
"44,599","95,419",1.6468,"54,272"
"-25,672",2.9542,5.6468,"-18,273"
"11,947",7.9542,"14,647","18,971"
"52,654",2.9542,4.6468,"6,048"
"2,151","-20,458","-43,532","33,985"
"-47,888",7.9542,"13,647","-28,241"
"23,873","-11,046","-15,353","-37,406"
"15,667","-45,805","-35,316","48,662"
"3,654","-90,458","-13,353","23,735"
"4,716",2.9542,4.6468,"38,058"
"42,359",7.9542,"13,647","69,388"
"12,613",7.9542,"13,647","1,447"
"17,093","-11,046","-15,353","-76,586"
"30,126","-70,458","-11,353","-19,908"
"-85,347","-60,458","-10,353","33,923"
"-47,421","-30,458","-63,532","-17,833"
"79,531","-30,458","-73,532","-16,118"
"5,444","-20,458","-43,532","45,652"
"-3,622",7.9542,"14,647","95,289"
"-42,662","-10,458","-23,532","-17,828"
"16,588","-70,458","-11,353","-4,581"
"3,991",4.9542,8.6468,"18,795"
"-10,242","-11,046","-15,353","-30,407"
"45,012",5.9542,"10,647","24,491"
"35,413","-10,458","-23,532","-19,928"
"35,244",2.9542,4.6468,"-4,051"
"57,592","-30,458","-73,532","-43,422"
"18,257","-60,458","-10,353","-45,768"
"-36,607","-45,805","-13,532","-17,191"
"22,787","-70,458","-11,353","-20,584"
"-68,579",6.9542,"11,647","75,464"
"21,645",3.9542,7.6468,"-21,179"
"-4,225",7.9542,"14,647","-16,455"
"25,799","-45,805","-13,532","16,563"
"-48,933","-20,458","-53,532","77,718"
"-78,886",2.9542,5.6468,"-17,146"
"-28,726","-90,458","-13,353","-25,277"
"-47,337",1.9542,2.6468,"11,349"
"-89,799","-10,458","-23,532","-46,031"
"-23,241",2.9542,5.6468,"73,091"
"-23,333",6.9542,"11,647","62,431"
"-49,568",3.9542,6.6468,"-24,932"
"23,885","-45,805","-35,316","-30,482"
"1,464","95,419",1.6468,"-43,398"
"-26,356","95,419","64,684","10,792"
"-39,439","-40,458","-83,532","-30,869"
"41,914",3.9542,7.6468,"-24,351"
"-24,265","-10,458","-33,532","-14,528"
"-2,522","-45,805","-35,316","-75,987"
"15,643","-50,458","-93,532","26,595"
"47,446","-20,458","-43,532","-4,221"
"-31,359","-10,046","-14,353","-43,051"
"22,214","95,419","64,684","18,367"
"-46,377","-20,458","-43,532","-47,727"
"44,816","-20,458","-53,532","12,479"
"21,126",6.9542,"12,647","35,777"
"74,639","-11,046","-15,353","34,495"
"29,892","-45,805","-35,316","-92,181"
"32,627",5.9542,"10,647","14,317"
"23,124","-45,805","-13,532","85,705"
"-43,184","-80,458","-12,353","66,147"
"-21,931","-20,458","-53,532","54,145"
"-48,774","-10,046","-14,353","-34,653"
"33,786","-50,458","-93,532","11,996"
"23,887",2.9542,5.6468,"13,121"
"-55,304","-20,458","-43,532","36,037"
"16,821",5.9542,9.6468,"13,656"
"11,811","-70,458","-11,353","-23,057"
"27,215","-20,458","-53,532","-22,735"
"-4,683",4.9542,8.6468,"4,894"
"48,744","-90,458","-13,353","35,204"
"37,866","-10,046","-14,353","-20,609"
"-38,736",6.9542,"12,647","-37,224"
"11,577","95,419",1.6468,"-44,375"
"-23,015","95,419","64,684","-23,962"
"24,351",5.9542,"10,647","-10,676"
"23,063","-10,458","-23,532","35,063"
"20,876",3.9542,7.6468,"42,227"
"63,782","-10,458","-33,532","-51,404"
"44,437","-30,458","-73,532","-34,463"
"22,032","-10,458","-23,532","-16,927"
"-84,525",3.9542,7.6468,"-4,401"
"-17,687",5.9542,9.6468,"21,356"
"28,227","-20,458","-43,532","13,527"
"-2,449","-60,458","-10,353","47,746"
"41,436","-30,458","-63,532","17,172"
"-7,298","-10,458","-23,532","51,861"
"35,435","-70,458","-11,353","-30,804"
"43,014","-40,458","-83,532","40,879"
"-69,647",4.9542,8.6468,"-33,613"
"30,523","-45,805","-35,316","-14,861"
"27,719",1.9542,2.6468,"-80,756"
"24,686","-50,458","-93,532","78,199"
"12,441","-20,458","-43,532","-1,941"
"-33,978","-30,458","-63,532","34,812"
"21,634",7.9542,"14,647","-20,397"
"4,492",2.9542,4.6468,"-1,048"
"93,328","-80,458","-12,353","-28,446"
"-72,536","-20,458","-43,532","-41,313"
"21,482","-80,458","-12,353","-45,439"
"-25,271",7.9542,"13,647","81,748"
"-26,522",5.9542,"10,647","68,917"
"37,487","-10,458","-33,532","44,214"
"23,279","-10,046","-14,353","-33,903"
"56,541",1.9542,3.6468,"-45,506"
"-36,541","-20,458","-53,532","16,762"
"24,916",1.9542,2.6468,"41,951"
"15,598",4.9542,8.6468,"-49,627"
"-41,938",6.9542,"12,647","31,631"
"1,685","-90,458","-13,353","45,656"
"1,581",4.9542,8.6468,"-43,484"
"-1,319","-10,046","-14,353","20,524"
"76,322","95,419",1.6468,"4,409"
"45,965",4.9542,8.6468,"35,024"
"-6,572","-20,458","-43,532","-15,122"
"23,462",1.9542,2.6468,"4,853"
"-51,516","-90,458","-13,353","-2,211"
"-28,888","-10,046","-14,353","20,945"
"-89,139","-11,046","-15,353","-58,244"
"25,392","-20,458","-53,532","29,106"
"18,242",3.9542,6.6468,"-32,647"
"4,007",7.9542,"13,647","67,204"
"-16,662","-60,458","-10,353","13,816"
"47,549","-11,046","-15,353","-33,663"
"-43,335",6.9542,"11,647","24,126"
"31,893","-30,458","-73,532","62,949"
"34,013","-11,046","-15,353","58,781"
"95,585","-20,458","-53,532","-27,673"
"-97,248",4.9542,8.6468,"-13,759"
"32,766","-10,046","-14,353","-40,804"
"34,039",1.9542,2.6468,"-71,027"
"34,374","-70,458","-11,353","-10,024"
"-38,429",2.9542,4.6468,"-2,055"
"39,409",7.9542,"14,647","-48,393"
"33,187",7.9542,"13,647","-49,892"
"-27,753",2.9542,5.6468,"-58,919"
"-28,379",2.9542,4.6468,"80,896"
"2,039","-45,805","-13,532","47,839"
"35,758","-90,458","-13,353","40,001"
"-1,084","-20,458","-53,532","-36,798"
"15,391","-10,458","-33,532","27,532"
"23,891","-20,458","-43,532","-33,334"
"-25,724","-70,458","-11,353","-1,254"
"10,513","-90,458","-13,353","22,562"
"-11,452",3.9542,7.6468,"45,979"
"-22,192",4.9542,8.6468,"41,228"
"-32,737",3.9542,6.6468,"28,392"
"40,418","95,419",1.6468,"37,739"
"39,085","-10,046","-14,353","-90,895"
"15,443","-30,458","-63,532","-10,155"
"33,648",4.9542,8.6468,"-48,001"
"-10,831",7.9542,"14,647","33,628"
"60,166",5.9542,"10,647","-46,411"
"33,016",5.9542,"10,647","11,032"
"3,036","-40,458","-83,532","-78,825"
"47,116","-10,458","-33,532","-11,528"
"34,856",5.9542,"10,647","-46,087"
"-2,567","-50,458","-93,532","13,797"
"4,947",6.9542,"12,647","18,985"
"31,509",3.9542,7.6468,"42,773"
"10,885","-30,458","-73,532","-48,367"
"44,687","-90,458","-13,353","23,107"
"37,705","-45,805","-35,316","30,521"
"31,015","-45,805","-35,316","29,676"
"-25,861","-60,458","-10,353","21,964"
"-64,902",2.9542,4.6468,"-20,491"
"13,601",4.9542,8.6468,"-76,032"
"-14,892","-40,458","-83,532","-40,819"
"-1,439","-11,046","-15,353","-12,292"
"-42,868",4.9542,8.6468,"31,836"
"12,893",7.9542,"14,647","14,743"
"-30,455","-20,458","-43,532","74,691"
"26,299","-45,805","-35,316","16,665"
"70,135","-80,458","-12,353","-41,219"
"-22,791","-10,046","-14,353","-24,408"
"30,425","-20,458","-43,532","16,516"
"45,968","95,419","64,684","-34,733"
"-11,764","-70,458","-11,353","-10,974"
"-19,152",2.9542,5.6468,"26,126"
"-47,642","-30,458","-73,532","-21,165"
"48,642",3.9542,6.6468,"13,379"
"35,232","-10,046","-14,353","31,494"
"-32,667",1.9542,2.6468,"62,041"
"-9,322",6.9542,"11,647","-25,045"
"-35,635","95,419",1.6468,"-29,507"
"-19,777","-10,046","-14,353","21,133"
"-32,178","-20,458","-53,532","-41,051"
"-1,114","-45,805","-35,316","-26,522"
"-42,675","-20,458","-53,532","27,433"
"43,512","95,419","64,684","48,738"
"38,005","-50,458","-93,532","37,183"
"92,098",4.9542,8.6468,"38,173"
"17,803","-50,458","-93,532","13,023"
"-19,846","-30,458","-73,532","-92,965"
"-14,904",1.9542,2.6468,"-27,259"
"28,888","-30,458","-73,532","-84,819"
"35,313",4.9542,8.6468,"-33,031"
"45,465",1.9542,2.6468,"-18,777"
"21,113","95,419","64,684","43,204"
"2,859","-80,458","-12,353","-43,898"
"92,068","95,419",1.6468,"27,514"
"-26,868",6.9542,"12,647","-1,955"
"92,799",5.9542,9.6468,"33,296"
"16,386","-60,458","-10,353","15,867"
"-4,002","-80,458","-12,353","72,052"
"-46,749","95,419",1.6468,"-45,603"
"-32,194","95,419",1.6468,"-2,691"
"50,296",1.9542,2.6468,"-21,462"
"30,786",1.9542,3.6468,"-45,739"
"-33,062","-11,046","-15,353","77,579"
"-48,364","-20,458","-53,532","16,189"
"5,525",7.9542,"14,647","37,666"
"-41,957","-20,458","-53,532","-14,889"
"37,366","-30,458","-73,532","-21,274"
"-39,575",7.9542,"14,647","-13,596"
"37,678",7.9542,"13,647","25,565"
"20,119","-30,458","-63,532","42,243"
"25,152","-20,458","-43,532","-18,419"
"13,043","-10,458","-23,532","-23,733"
"-47,593","-10,458","-33,532",-443
"-45,393",4.9542,8.6468,"41,647"
"-30,102","-60,458","-10,353","-72,379"
"13,257",3.9542,6.6468,"-21,434"
"25,803","-30,458","-73,532","-39,824"
"37,959",4.9542,8.6468,"-15,691"
"-27,421","-70,458","-11,353","34,848"
"-14,941",4.9542,8.6468,-216
"14,579","-30,458","-73,532","35,601"
"24,058",5.9542,"10,647","-33,338"
"26,052","-10,458","-23,532","-1,635"
"29,404",5.9542,9.6468,"-47,683"
"19,773","-20,458","-43,532","31,482"
"43,164","95,419",1.6468,"89,463"
"-10,298",3.9542,7.6468,"-53,238"
"17,199","-10,046","-14,353","-73,003"
"19,548","-10,046","-14,353","25,448"
"27,834","-30,458","-73,532","-21,546"
"36,468","-45,805","-35,316","18,348"
"29,015","-80,458","-12,353","-72,471"
"95,475","-10,458","-33,532","-24,475"
"48,933",2.9542,4.6468,"44,852"
"-34,374","-40,458","-83,532","30,306"
"-29,336",4.9542,8.6468,"10,751"
"25,784",5.9542,9.6468,"-2,681"
"-34,431",6.9542,"11,647","-32,495"
"-91,361",4.9542,8.6468,"-62,301"
"48,465",5.9542,9.6468,"-37,453"
"43,012","-20,458","-43,532","-17,891"
"-65,808","-80,458","-12,353","-18,426"
"-17,193",4.9542,8.6468,"-19,999"
"4,598",5.9542,9.6468,"-40,858"
"33,466","-40,458","-83,532","-10,974"
"37,132",1.9542,2.6468,"-31,582"
"-15,992",1.9542,2.6468,"-11,146"
"-22,201","-50,458","-93,532","35,555"
"-19,771",7.9542,"13,647","-11,951"
"2,528","-45,805","-13,532","-51,892"
"14,237",7.9542,"14,647","40,835"
"-1,977","-10,458","-23,532","-12,219"
"-33,871","-10,458","-23,532","-10,174"
"-25,977","-30,458","-63,532","15,286"
"40,624",7.9542,"14,647","43,705"
"43,823","-90,458","-13,353","2,998"
"32,278",5.9542,"10,647","-22,144"
"-87,045",3.9542,6.6468,"11,226"
"-19,244","-10,458","-23,532","47,071"
"-27,887","-20,458","-53,532","-26,684"
"49,496",5.9542,9.6468,"-39,812"
"-22,334",7.9542,"14,647","38,925"
"-24,298",2.9542,5.6468,"32,777"
"-47,993","-30,458","-63,532","-47,129"
"47,896",6.9542,"11,647","-16,434"
"-94,115","-11,046","-15,353","86,172"
"18,142","-70,458","-11,353","-23,645"
"62,709","-45,805","-35,316","-2,622"
"-47,305",4.9542,8.6468,"-22,782"
"11,443",1.9542,2.6468,"-20,745"
"55,407",7.9542,"14,647","-46,846"
"23,595",5.9542,9.6468,"45,726"
"-32,982",6.9542,"11,647","-30,712"
"-48,806",1.9542,3.6468,"-30,599"
"43,962","-45,805","-13,532","18,258"
"44,207",1.9542,3.6468,"19,982"
"-44,677",1.9542,3.6468,"21,597"
"-37,157","-80,458","-12,353","-32,095"
"-18,038",5.9542,"10,647","-44,308"
"30,655","-10,046","-14,353","-47,361"
"21,342",1.9542,3.6468,"-40,579"
